"","Trt","mean4maxOzone","Fac.Latitude","Fac.Longitude","pctCapacity_byHI","Phase2","mean4MaxTemp","PctUrban","PctWhite","PctBlack","PctHisp","PctHighSchool","MedianHHInc","PctPoor","PctOccupied","PctMovedIn5","MedianHValue","logHeatInput","logPopPerSQM","mostlyGas","small_nunits","med_nunits","cluster","neigh","id"
"1",FALSE,0.026,34.0128,-85.9708,0.386960767287452,1,0.781271828036269,0.52917034979164,0.952898093193585,0.0206465462810961,0.0103548427831797,0.29742883379247,0.195815140628183,0.0615599416132513,0.947922848664688,0.397871341367976,-0.273558012115222,0.151156728822194,-0.255324328778018,0,1,0,1,1,"1"
"2",TRUE,0.029,34.8825,-85.7547,0.49445279649193,1,0.558211809272908,0.206247431154953,0.912700369913687,0.0396218660090423,0.0230990546650226,0.401326560838351,-0.931737689031585,0.139715334336018,0.894305917379978,0.43135022774874,-0.746060529013768,1.50603906976647,-1.16729851159288,0,0,0,1,1,"2"
"3",FALSE,0.038,34.9394,-110.3033,0.482477485622355,1,0.398883224441937,0,1,0,0,0.146551724137931,-0.272008627711089,0.0564971751412429,0.807692307692308,0.111111111111111,-0.958872155111542,1.39105812964173,-3.35654010103583,0,0,1,2,2,"3"
"4",FALSE,0.037625,33.4225,-111.9122,0.246537404864692,1,2.8688556430954,0.988165548581973,0.76635384611228,0.0376911168328709,0.236612027763443,0.205901774607705,0.975044507948769,0.0836213841557603,0.898466726952902,0.620959834083546,0.894815114610779,-0.0904781080464545,0.60739059169638,1,1,0,3,3,"4"
"5",TRUE,0.0362,33.4417,-112.1583,0.548492522064575,1,2.94814058173748,0.995063443959889,0.650033261881883,0.0559834429743514,0.43534382930495,0.232539775230153,-0.977573180347233,0.239454915502787,0.921417220735329,0.615766838270124,-0.275764704248377,0.752374146636734,1.25695871338252,1,0,1,3,3,"5"
"6",FALSE,0.034,32.5517,-111.3,0.113330714534791,1,2.55300569135667,0.318361348397171,0.81188573528061,0.0176357123174428,0.215761917883715,0.323591698432867,-0.496043780715961,0.117765814266487,0.887619047619048,0.622585836909871,-0.0873899968918127,-0.513121180061443,-1.83378199458028,1,0,1,3,3,"6"
"7",FALSE,0.031,32.7214,-114.7097,0.677153400969594,1,3.69875524805228,0.856919671917719,0.822809530009113,0.0196774973496755,0.247940186359663,0.304613935969868,-0.647486991909022,0.108939033586635,0.640986501451618,0.586850952558835,-0.226341486515082,-0.220086453671741,-1.79730695335881,1,1,0,4,4,"7"
"8",FALSE,0.0325,32.2511,-110.9889,0.046927569086952,1,2.48077673289997,0.968923626357542,0.764801967155528,0.0298234829191183,0.268075290535991,0.201577278432879,-0.0894318102186358,0.122232729301822,0.917466662814428,0.619498639134438,-0.0910904984021413,-1.27955010677276,0.640221814920656,1,1,0,3,3,"8"
"9",FALSE,0.0322,32.16,-110.9047,0.471733186029885,1,2.37115866653626,0.965601904579435,0.711393947780179,0.0380339333042395,0.348737080756581,0.240373613977044,-0.409107678521753,0.130967766729684,0.915782817812422,0.570921802573878,-0.207977207264473,0.61513696008925,0.374747704910635,1,0,1,3,3,"9"
"10",FALSE,0.03825,33.5542,-112.2161,0.242033560009372,1,3.20306631746704,0.987950863149773,0.769841293760247,0.0364917361847816,0.254147730012537,0.253738536038843,0.157866838211117,0.0957528599394965,0.922028629265471,0.61289813136043,0.126954292616316,0.206279290260183,1.09656757295746,1,0,1,3,3,"10"
"11",TRUE,0.035,33.3544,-111.9364,0.403479864915592,1,2.75694627994032,0.998551080801565,0.764514791263478,0.0342927943149121,0.212645531901822,0.190159761308505,1.24203509881478,0.0758673088314833,0.941846522781775,0.667133460640781,0.287943908196285,0.340127521311432,1.0711811066343,1,0,1,3,3,"11"
"12",FALSE,0.018,34.4341,-92.9046,0.190421029534866,1,0.398883224441937,0,0.963026655202064,0,0.00687876182287188,0.39620253164557,-1.23732700286815,0.168529664660361,0.837251356238698,0.434125269978402,-1.04116381401464,0.235057463717342,-2.27052838378803,1,0,1,5,5,"12"
"13",FALSE,0.029,35.4617,-93.8053,0.0248822168244056,1,0.398883224441937,0,0.98848167539267,0,0.00942408376963351,0.335832083958021,-1.45209509947151,0.204210526315789,0.816631130063966,0.352480417754569,-1.17741721646076,-1.46152623023924,-2.27618929479092,1,1,0,5,5,"13"
"14",TRUE,0.029,38.0184,-121.761,0.19293764701382,1,0.411629511228414,0.957309706000805,0.767418445428917,0.0269163646126997,0.234863740099342,0.306385341476957,0.877797330807563,0.0593437753173103,0.952235872235872,0.490762720611002,1.03906139956867,0.29583657902789,0.269661849548143,1,1,0,6,6,"14"
"15",FALSE,0.017,37.7372,-122.378,0.380029504843272,1,0.169450062285338,0.999375924082072,0.466606021109703,0.130512341870524,0.19320238521658,0.194991842337357,0.943013498300922,0.117186717094268,0.959427759669855,0.487590772803726,3.16911785646307,-0.139926928744209,1.78867261121679,1,1,0,6,6,"15"
"16",FALSE,0.02375,35.3747,-120.8578,0.193047499159684,1,-0.124480536615338,0.885701541085075,0.756708693867239,0.024478146908356,0.288493573548917,0.225929311725854,-0.125366266570476,0.145614266178714,0.943054648498467,0.538401858802185,1.01691460065623,0.272026846410086,-0.141275115233981,1,0,1,7,7,"16"
"17",TRUE,0.0216666666666667,36.8042,-121.7775,0.567926775893531,1,-0.266476058458546,0.882404659018718,0.684155693790071,0.0146439931224835,0.359299282544074,0.162731545479624,1.09347430682601,0.119103213140203,0.934195682779465,0.477918821834857,3.01828129831506,1.33214038612641,0.0703468609438301,1,0,0,7,7,"17"
"18",TRUE,0.025,38.0392,-121.894,0.209161968410353,1,0.371883700707032,0.983202153887416,0.690087785353978,0.059108117308466,0.199954611567861,0.228007375310716,1.53041906238791,0.0848899654892382,0.972938580681806,0.510637853867903,1.89683850133174,0.746742086611214,1.00356282988151,1,0,1,6,6,"18"
"19",FALSE,0.015,37.7558,-122.3869,0.413158482458393,1,0.31152839643829,0.998443886639236,0.482987454821857,0.143526301905573,0.164688573363321,0.157420745820125,1.01475954702374,0.124669006196666,0.955332182127465,0.492257587341041,3.68333408438546,0.189592888863696,1.60886264691173,1,1,0,6,6,"19"
"20",TRUE,0.0335,33.1408,-117.3342,0.400911987556206,1,0.142608675295823,0.978606907320963,0.737677957373291,0.044221472830872,0.204511852750137,0.15040359805775,2.22095994695219,0.0948323342141606,0.928032445887258,0.609556649378787,3.54547280999502,0.907084444459833,0.586738294098802,1,0,1,4,4,"20"
"21",TRUE,0.03,32.6131,-117.0964,0.392580512575566,1,0.624234242464305,0.998538186007224,0.472725120194528,0.112371597986878,0.449039703237486,0.210045112634849,-0.279853956435502,0.195270130661827,0.959417362341578,0.56692504700914,1.22791344943185,0.683556629353315,1.54656587801556,1,0,1,4,4,"21"
"22",FALSE,0.049,34.8622,-116.854,0.286956984978265,1,0.989237559815643,0.908079774993608,0.613781641523907,0.0919521861416518,0.347193812324214,0.317884729649436,-0.505961156864943,0.168808239333006,0.844398969228437,0.545552463872184,-0.649941173327768,0.4445042735805,-1.1855683285942,1,0,0,8,8,"22"
"23",TRUE,0.0343333333333333,34.0911,-117.5256,0.275805000960213,1,0.472636574613392,0.994342230971888,0.536636171506326,0.0739490750123042,0.474583827914652,0.22361082448908,0.684835268236694,0.13671218607943,0.962004159322213,0.541181302950126,0.615589463095815,0.270181318412305,1.13463281348858,1,1,0,8,8,"23"
"24",FALSE,0.0345,33.6436,-117.9788,0.486824809292915,1,0.224135744304742,0.999029184021917,0.645238694693789,0.0151226048092869,0.318149271721781,0.167248022168134,1.49339477010447,0.109311161771253,0.965913540588612,0.547981912996511,2.85135170930187,0.815605231267039,1.5164396026495,1,0,1,8,8,"24"
"25",TRUE,0.032875,34.2072,-119.2511,0.371556992004666,1,0.0682424296105915,0.972540399890441,0.696051766639277,0.0190947685565598,0.34120377978636,0.187402199630905,0.588155802331886,0.136336102748015,0.964785673193201,0.530780827033063,3.0186771104218,0.375500543248012,0.150078981648574,1,1,0,8,8,"25"
"26",TRUE,0.037,34.1292,-119.1689,0.38932688650155,1,0.39577437400621,0.968108732881893,0.8304558575241,0.0122421315711442,0.155825451288661,0.154639746561868,2.89415435283562,0.0508582287917581,0.975386199794027,0.476172878611903,2.881585132845,1.03200199192299,0.500511093444792,1,1,0,8,8,"26"
"27",TRUE,0.02625,32.8022,-115.54,0.689310667339445,1,2.34554567152698,0.946364124129265,0.455125353682193,0.0218423116255394,0.866795375648322,0.19951908031525,-1.11377979917612,0.243533885697154,0.960877729865072,0.474082794966578,-0.361695526568817,0.32652977313289,-0.272267688151393,1,0,1,4,4,"27"
"28",TRUE,0.0385,33.9175,-118.4258,0.360909202086013,1,0.302700306687356,0.997293935945375,0.605638107624776,0.112262233783125,0.250793366932206,0.143923591438189,1.09634541094312,0.140015508606344,0.953205129348557,0.561791726558138,4.63641517094833,0.759927083998159,1.66184525687605,1,0,1,8,8,"28"
"29",TRUE,0.0456,34.2481,-118.3903,0.733021120711509,1,0.482369808611091,0.986921849567979,0.654801164463176,0.0405757177821292,0.307835098023958,0.215405042901194,1.01821661583371,0.1136246127851,0.96563033607247,0.542223082447542,1.21610988013331,0.729278924957662,0.835991316183689,1,0,1,8,8,"29"
"30",TRUE,0.03,34.1263,-118.1494,0.404378878167085,1,0.323202146647225,1,0.353739938290172,0.0677420404347442,0.623540168158286,0.172037321296888,-1.32361109346572,0.280105487429959,0.948956266580751,0.576763485477178,1.40046671786191,-0.438777573549216,1.97093534063235,1,1,0,8,8,"30"
"31",TRUE,0.03025,34.1256,-118.1474,0.0640811071202467,1,0.420722376432612,0.999360910733402,0.469786765236753,0.0337086162959741,0.49154432311355,0.209008906361926,0.461240990306021,0.134564034685508,0.969227771680242,0.465754471891237,1.24317249329595,-1.26208369070259,1.47595261298253,1,1,0,8,8,"31"
"32",FALSE,0.017,39.67,-105.0028,0.660178501539623,1,-1.76798552925928,0.976285982762627,0.886731129994308,0.010144385729153,0.126003240006332,0.21603223047217,1.07162587054197,0.0494462700944859,0.97306896522839,0.534494335594504,0.799912763412119,0.498699138028643,0.791821928683263,0,1,0,9,9,"32"
"33",FALSE,0.007,39.8034,-104.9458,0.669336770618377,1,-1.76798552925928,0.988486927594989,0.688750714694111,0.0866664067778991,0.317441135194137,0.295882048519798,-0.00313893057746576,0.114162903957253,0.96776434992172,0.552045369857038,0.244682271065217,1.18595617409156,0.947146479472505,0,0,1,9,9,"33"
"34",FALSE,0.0285,40.0195,-105.202,0.907433010524042,1,-1.74674171794848,0.953497002011679,0.898478545340911,0.0107908048670924,0.0613464580769907,0.11484256454425,1.4225092157904,0.109111464431274,0.964508801817149,0.642368481900656,1.82680167702758,0.578564490928582,0.395554667557968,0,1,0,9,9,"34"
"35",FALSE,0.0265,39.7369,-105.0169,0.20770226491664,1,-1.76798552925928,0.994258610336677,0.77857391990641,0.0333553687935935,0.260100254870782,0.235677490293954,0.0725979113050442,0.0977389859476221,0.96039266517408,0.535178918229003,0.780653304680253,-1.05514596345868,1.04138742451875,1,0,1,9,9,"35"
"36",FALSE,0.0255,38.8244,-104.8331,0.767930143038793,1,-1.70850285758905,0.992649444004723,0.856469527306699,0.0367625115156548,0.0916029791485552,0.192914468335251,0.336070819915477,0.0782413167716818,0.947543973129048,0.612267114549768,0.51747055909084,0.709220196576345,0.61098224271624,0,0,1,9,9,"36"
"37",FALSE,0.027,41.2083,-73.1092,0.0303300398607029,1,-0.376977710387142,0.982848706065702,0.649030061928393,0.184825493171472,0.207197637698396,0.299893099849831,-0.0159533561399554,0.130145795784361,0.936553069184972,0.478578239568606,0.165285867248366,-1.44783733252532,1.06725668380433,1,0,1,10,10,"37"
"38",FALSE,0.025,41.1706,-73.1843,0.937224431879593,1,-0.392448746885222,0.960557242189795,0.830215780367577,0.0474488296934678,0.109408154604511,0.277277325497375,2.11697348062286,0.0565047094247205,0.952213617925858,0.4687001685726,1.16614130561248,0.936383117263799,0.620094543013001,0,1,0,10,10,"38"
"39",TRUE,0.025,38.5857,-75.2341,0.490455962681232,1,-0.0298555129214046,0.554019243882112,0.790343965451928,0.165031441775892,0.0315743616940677,0.342583734148474,-0.47042389233109,0.125703789094378,0.647701183257785,0.452551212641185,0.229410405825318,0.991254551018708,-0.27785255432447,0,0,1,11,11,"39"
"40",TRUE,0.027,39.1792,-76.5383,0.781563771782827,1,-0.0599830998712608,0.956475334945059,0.668717708223841,0.248065525522126,0.0368702345626107,0.281214182253291,1.20626422826053,0.048859479891404,0.959528505905559,0.533163265306122,0.521764503513112,1.40066406130398,0.523501265141313,0,1,0,12,12,"40"
"41",TRUE,0.01575,48.4553,-122.435,0.0886812127471626,1,-1.47360700109539,0.655873493975904,0.918219754016064,0.00269829317269076,0.0320030120481928,0.300817120993913,-0.311556197354366,0.123915572292769,0.901315559898105,0.467607185385615,0.270106554080677,-1.05912165902552,-0.595284611674204,1,1,0,13,13,"41"
"42",FALSE,0.0165,25.6321,-80.2989,0.311930345247322,1,1.54604903522493,0.996918627860387,0.770556431421534,0.132005982461014,0.554803353268738,0.196842592535102,0.603675702460113,0.178136201470141,0.873108864997103,0.552617809404493,1.09366955983122,0.0572147622036303,1.582184873733,1,1,0,14,14,"42"
"43",FALSE,0.017,26.6967,-81.7831,0.750748541302717,1,1.54604903522493,0.986586878785667,0.888944026855433,0.0370283879442458,0.157790264905495,0.25671393166213,0.951039592366848,0.0755765941131363,0.801311591634172,0.679643146796431,0.91899652018546,1.40398674922731,0.558495176678729,1,0,0,14,14,"43"
"44",FALSE,0.013,26.0681,-80.1983,0.778790756383587,1,1.54604903522493,0.998255774647887,0.831148169014085,0.0815188732394366,0.145663098591549,0.286553529112788,1.31731864180363,0.0738606433800156,0.93923520167627,0.584960029745306,0.567345824763464,1.12121352459231,1.34011458692044,1,0,1,14,14,"44"
"45",FALSE,0.0115,26.0856,-80.1253,0.554115128369445,1,1.54604903522493,1,0.666936680355828,0.25528462679724,0.116160380756178,0.27925338998,-0.196739536272176,0.161395181534742,0.844976748435869,0.542167698230921,0.643627815680316,1.25860599215986,1.38440896613165,1,0,1,14,14,"45"
"46",FALSE,0.017,26.6125,-80.0678,0.161876170394888,1,1.54604903522493,0.998140678595741,0.776994574779229,0.139699906279641,0.156367798665286,0.290472627632271,-0.186627556865428,0.098851569825894,0.852466077160182,0.497567121966435,-0.0220227030090214,-1.68572539420259,1.16192301737173,1,1,0,14,14,"46"
"47",TRUE,0.028,34.2533,-85.3456,0.561908987910521,0,0.685674677137686,0.474858269657382,0.827027360118314,0.152206063593789,0.0123859995070249,0.342993835679455,-1.14132355014726,0.160297459202644,0.903727664818238,0.404806545082666,-0.886023801328469,1.12176547763253,-0.932705326746646,0,0,1,1,1,"47"
"48",FALSE,0.0261428571428571,33.8244,-84.475,0.749100511052161,0,0.786734522373331,0.968552933250608,0.510827903360237,0.40254993489358,0.0659558661017897,0.275373391740812,0.476627339759943,0.108389042731094,0.944272281298421,0.589220198001805,0.0348515981440054,0.989504081783772,0.791856013461751,0,1,0,1,1,"48"
"49",FALSE,0.023,33.4622,-84.8986,0.563788910230053,0,0.972466129833435,0.655726520844704,0.763104034594231,0.200034636214787,0.0341166715647172,0.300449430776094,1.10782084482043,0.0861145600750305,0.949460165125961,0.552635490679906,0.0454907965828674,1.34054374205062,-0.282089771480239,0,0,0,1,1,"49"
"50",FALSE,0.033,36.7205,-97.0868,0.170223687648676,1,0.483858469685122,0.762680815028602,0.825501615885799,0.0247999585227175,0.0404230682819764,0.354016508963529,-0.871210533368229,0.155886427181945,0.892344772179502,0.449811208688643,-0.969214822623954,-0.570897293554483,-1.0930603869237,1,0,1,15,15,"50"
"51",TRUE,0.0235,40.5958,-89.6631,0.605949759051186,1,-0.493356850611504,0.980471981080613,0.760671696512831,0.182953774731741,0.0254735107538456,0.289626304137218,-0.971845850460102,0.153846218187632,0.924146220953814,0.468546771128062,-0.805505227492808,1.1191956402355,0.716653693891151,0,0,1,16,16,"51"
"52",FALSE,0.031,37.6578,-89.5119,0.124603609231838,1,-0.0381323225230142,0,0.978928884986831,0.0158033362598771,0,0.460431654676259,-0.593835612742398,0.0798946444249342,0.904471544715447,0.215730337078652,-0.845552493671206,-0.0937526829102788,-2.00054744793315,1,1,0,17,17,"52"
"53",FALSE,0.026,39.1333,-87.6597,0.499099046181489,1,-0.00474919046319196,0,0.995521433141395,0,0.0102367242482406,0.440196078431373,-0.914727763136712,0.125160462130937,0.875871687587169,0.328025477707006,-1.17404460748932,0.20122572769124,-1.87645183316139,0,1,0,16,16,"53"
"54",FALSE,0.015,41.8278,-87.7236,0.710280107473502,1,-0.983411457660243,0.999922113577875,0.590217579919964,0.201249160764257,0.241317716087574,0.251178412282814,0.984421343282122,0.112856410252314,0.942774536947172,0.455438557080082,0.934152784002464,0.973271781228119,1.54974366550354,0,1,0,18,18,"54"
"55",TRUE,0.026,39.5906,-89.4964,0.694224540896464,0,-0.161953394163084,0,0.993140617344439,0,0.00416462518373346,0.439085387638442,-0.748611712641264,0.108209892041175,0.909559244419004,0.409691629955947,-0.853646755202658,1.36595392129535,-1.20052900257778,0,1,0,16,16,"55"
"56",FALSE,0.019,42.3833,-87.8133,0.837606804593682,1,-1.03020233794674,0.994844851058278,0.748790644141121,0.103873094962052,0.151727606138204,0.190469836530126,2.95589095732421,0.0704904059746324,0.961028893587033,0.471068597746093,2.30354330397177,1.18467493469481,0.987800947294589,0,0,1,18,18,"56"
"57",FALSE,0.0145,41.6334,-88.0626,0.713099669603259,1,-0.937025679140825,0.96775747000102,0.771228740099487,0.129851109877285,0.118406739714231,0.299400650272277,1.06595805945712,0.0610995412875447,0.954744607399457,0.458885555834785,0.219035618227464,1.28878936470077,0.64972559889564,0,0,1,18,18,"57"
"58",FALSE,0.0176666666666667,41.8508,-87.6533,0.705742131366588,1,-0.98904578119675,0.999935403257829,0.550847452260158,0.224632637693972,0.226967936583732,0.16724016963955,0.866726155827767,0.171909510167379,0.919537038844462,0.584675390996641,1.71549372835909,0.683877614909895,1.82268681180497,0,1,0,18,18,"58"
"59",TRUE,0.028,38.205,-89.855,0.916675669723048,0,-0.161953394163084,0.76569274269557,0.680584354382658,0.284731385485391,0.0291234684260132,0.304288070368334,-0.835795203787028,0.137845303867403,0.902009273570325,0.416038382453735,-0.900863280802799,1.66331522884158,-1.00754086340319,0,0,1,17,17,"59"
"60",FALSE,0.0243333333333333,38.8639,-90.1325,0.812276208989056,1,-0.161953394163084,0.906639047823543,0.894698950399757,0.0784653017232306,0.0141125552061098,0.345871935678955,-0.461565758879259,0.117262468805951,0.934264802422081,0.422477836272325,-0.824487963193245,0.900550750014709,0.180526551396913,0,0,1,17,17,"60"
"61",FALSE,0.0198571428571429,38.6642,-90.1764,0.026276569643711,1,-0.161953394163084,0.994035567212648,0.527811382530308,0.421960575762597,0.02087336111624,0.26540466147232,-0.671464872234021,0.173641523480449,0.875766470991695,0.497170515609724,-0.504066781022789,-2.04721050336996,1.07070639206275,1,1,0,17,17,"61"
"62",TRUE,0.034,37.6206,-88.955,0.725096800641154,1,0.207688922644771,0,0.997695852534562,0,0.00691244239631336,0.412280701754386,-0.481452231382008,0.184331797235023,0.828418230563003,0.388349514563107,-1.11536121138629,0.845039414485512,-2.16955511129688,0,0,1,17,17,"62"
"63",TRUE,0.029,38.7383,-85.4192,0.780500972992338,0,-0.070716815059875,0.357568533969011,0.987127532777116,0.00405244338498212,0.0100119189511323,0.443991492378589,-0.270382828342404,0.0818492315198829,0.914785553047404,0.417951881554596,-0.523580757197869,1.38082960731213,-1.4324181877596,0,0,0,19,19,"63"
"64",FALSE,0.0273333333333333,39.7119,-86.1975,0.686400389472174,0,-0.266848161180807,0.900911759559867,0.956712481450521,0.0134528276210657,0.0161356169443418,0.378153849108521,0.775378744744408,0.0614708490480907,0.941175497236655,0.450701216297523,-0.0505910856701162,0.999653716959377,0.238468469450029,0,0,0,20,20,"64"
"65",FALSE,0.0305,39.4851,-86.4176,0.592439322574352,1,-0.222096587697597,0.505714101239669,0.982986828512397,0.000548811983471074,0.00481017561983471,0.456402295907481,0.790613839661799,0.0412693627229028,0.940969310749623,0.426378438061571,-0.0691779084460444,0.529744169361483,-0.533938738918058,0,0,1,20,20,"65"
"66",FALSE,0.0283333333333333,39.7622,-86.1667,0.386732895890954,0,-0.321475104551426,0.99418634877298,0.703189173863385,0.243584858029962,0.0369561057809035,0.306252538524326,-0.402052027827949,0.124553847295134,0.905233409434635,0.559016198859329,-0.277453456161659,0.0210636883965806,1.00254242139059,0,0,0,20,20,"66"
"67",TRUE,0.02175,41.6433,-87.1225,0.926898272914707,0,-0.828532645612541,0.773337101573565,0.8664451201289,0.0922049402928832,0.0309450486622747,0.36360186882398,0.126884634477934,0.0936873223008485,0.918857538781323,0.455129844656263,-0.178113178223511,1.02676950712062,-0.0527612681616236,0,0,1,18,18,"67"
"68",TRUE,0.032,40.0969,-85.9714,0.17690664858124,1,-0.376515888402125,0.838317575191627,0.963767946772499,0.00975837516049959,0.016551885140656,0.22451493310894,1.65279556736787,0.0364720752034126,0.950867639289633,0.560753055816737,0.326091863006557,-0.203681590965122,-0.0258151577775356,1,0,1,20,20,"68"
"69",FALSE,0.0243333333333333,38.2636,-85.8381,0.534738808669216,0,0.148884624781105,0.973177562036447,0.762776184901011,0.202091844254659,0.0155650788265427,0.321737200979672,-0.0649363807207266,0.116129890447291,0.935078621321197,0.500247368469577,-0.231572333335258,0.82480334963066,0.609370782712331,0,0,1,19,19,"69"
